,code,class,name,market_cap,reg_day,per
135,A276990,kospi,KODEX 글로벌4차산업로보틱스(합성),222,-,-
136,A304660,kospi,KODEX 미국채울트라30년선물(H),186,-,-
137,A333940,kospi,ARIRANG KS로우볼가중TR,76,-,-
138,A368190,kospi,HANARO Fn K-뉴딜디지털플러스,1135,-,-
139,A292750,kospi,ARIRANG KRX300,139,-,-
140,A300640,kospi,KBSTAR 게임테마,79,-,-
141,A195980,kospi,ARIRANG 신흥국MSCI(합성 H),706,-,-
142,A225060,kospi,TIGER 이머징마켓MSCI레버리지(합성 H),108,-,-
143,A279530,kospi,KODEX 고배당,272,-,-
144,A510011,kospi,대신 골드 커버드콜 타겟 5%인컴 ETN(H),1246,-,-
145,A132030,kospi,KODEX 골드선물(H),2375,-,-
146,A368470,kospi,KINDEX Fn K-뉴딜디지털플러스,75,-,-
147,A590009,kospi,미래에셋 미국 항공우주 ETN(H),460,-,-
148,A280920,kospi,ARIRANG 주도업종,73,-,-
149,A354350,kospi,HANARO 글로벌럭셔리S&P(합성),110,-,-
150,A500037,kospi,신한 레버리지 금 선물 ETN,300,-,-
151,A326230,kospi,KBSTAR 내수주플러스,65,-,-
152,A368680,kospi,KODEX Fn K-뉴딜디지털플러스,201,-,-
153,A200580,,메디쎄이,271,20151020,-
154,A251340,kospi,KODEX 코스닥150선물인버스,4287,-,-
155,A333960,kospi,ARIRANG KS모멘텀가중TR,90,-,-
156,A292150,kospi,TIGER TOP10,9025,-,-
157,A343090,,단디바이오,318,20200424,-
158,A360140,kospi,KODEX 200롱코스닥150숏선물,194,-,-
159,A220130,kospi,SMART 중국본토 중소형 CSI500(합성 H),47,-,-
160,A328370,kospi,ARIRANG 코스피TR,1723,-,-
161,A227830,kospi,ARIRANG 코스피,307,-,-
162,A333980,kospi,ARIRANG KS퀄리티가중TR,48,-,-
163,A363580,kospi,KODEX 200IT TR,627,-,-
164,A208470,kospi,SMART 선진국MSCI World(합성 H),105,-,-
165,A275280,kospi,KODEX MSCI모멘텀,85,-,-
166,A298770,kospi,KODEX 한국대만IT프리미어,1315,-,-
167,A189400,kospi,ARIRANG 글로벌MSCI(합성 H),50,-,-
168,A123320,kospi,TIGER 레버리지,315,-,-
169,A333970,kospi,ARIRANG KS밸류가중TR,88,-,-
170,A700003,kospi,하나 KRX BBIG K-뉴딜 ETN,91,-,-
171,A250780,kospi,TIGER 코스닥150선물인버스,240,-,-
172,A291620,kospi,KOSEF 코스닥150선물인버스,44,-,-
173,A570054,kospi,TRUE 레버리지 유로스탁스50 ETN(H) B,108,-,-
174,A167860,kospi,KOSEF 국고채10년레버리지,116,-,-
175,A277640,kospi,TIGER 코스피대형주,103,-,-
176,A329650,kospi,KODEX TRF3070,298,-,-
177,A376250,kospi,ARIRANG 탄소효율그린뉴딜,76,-,-
178,A252730,kospi,KBSTAR 모멘텀로우볼,93,-,-
179,A346000,kospi,HANARO KAP초장기국고채,84,-,-
180,A530004,kospi,삼성 화장품 테마주 ETN,102,-,-
181,A266470,,바이오인프라생명과학,369,20200722,-
182,A316300,kospi,KINDEX 싱가포르리츠,118,-,-
183,A100910,kospi,KOSEF KRX100,124,-,-
184,A272230,kospi,KINDEX 스마트밸류,129,-,-
185,A304780,kospi,HANARO 200선물레버리지,544,-,-
186,A322130,kospi,KINDEX 스마트로우볼,107,-,-
187,A361590,kospi,KBSTAR 코스피ex200,147,-,-
188,A285690,kospi,FOCUS ESG리더스,236,-,-
189,A510008,kospi,대신 철광석 선물 ETN(H),936,-,-
190,A530014,kospi,삼성 China A50 선물 ETN(H),395,-,-
191,A244670,kospi,KODEX 밸류Plus,61,-,-
192,A331910,kospi,KOSEF Fn중소형,207,-,-
193,A156080,kospi,KODEX MSCI Korea,1029,-,-
194,A261140,kospi,TIGER 우선주,80,-,-
195,A267490,kospi,KBSTAR 미국장기국채선물레버리지(합성 H),35,-,-
196,A289250,kospi,TIGER MSCI KOREA ESG유니버설,75,-,-
197,A122090,kospi,ARIRANG 코스피50,165,-,-
198,A153270,kospi,KOSEF 코스피100,126,-,-
199,A204450,kospi,KODEX China H 레버리지(H),292,-,-
200,A287180,kospi,ARIRANG 미국나스닥기술주,215,-,-
201,A310960,kospi,TIGER 200TR,681,-,-
202,A332500,kospi,KINDEX 200TR,3348,-,-
203,A152500,kospi,KINDEX 레버리지,131,-,-
204,A252400,kospi,KBSTAR 200선물레버리지,277,-,-
205,A122630,kospi,KODEX 레버리지,17435,-,-
206,A261920,kospi,KINDEX 필리핀MSCI(합성),52,-,-
207,A275750,kospi,KBSTAR 코스닥150선물인버스,46,-,-
208,A152550,kospi,한국ANKOR유전,1169,20120308,-
209,A253150,kospi,ARIRANG 200선물레버리지,175,-,-
210,A300610,kospi,TIGER K게임,81,-,-
211,A302450,kospi,KBSTAR 코스피,1797,-,-
212,A337120,kospi,KODEX Fn멀티팩터,182,-,-
213,A500001,kospi,신한 K200 USD 선물 바이셀 ETN,300,-,-
214,A166400,kospi,TIGER 200커버드콜5%OTM,78,-,-
215,A530016,kospi,삼성 미국 대형 가치주 ETN(H),306,-,-
216,A371870,kospi,KINDEX 차이나항셍테크,54,-,-
217,A152870,kospi,파워 200,287,-,-
218,A244660,kospi,KODEX 퀄리티Plus,67,-,-
219,A272220,kospi,KINDEX 스마트모멘텀,92,-,-
220,A325010,kospi,KODEX Fn성장,1027,-,-
221,A226380,kospi,KINDEX Fn성장소비주도주,61,-,-
222,A228790,kospi,TIGER 화장품,285,-,-
223,A267770,kospi,TIGER 200선물레버리지,1354,-,-
224,A310970,kospi,TIGER MSCI Korea TR,10651,-,-
225,A334690,kospi,KBSTAR 팔라듐선물(H),61,-,-
226,A373490,kospi,KODEX K-이노베이션액티브,128,-,-
227,A520030,kospi,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,288,-,-
228,A570031,kospi,TRUE 레버리지 HSCEI ETN(H),116,-,-
229,A140710,kospi,KODEX 운송,157,-,-
230,A270660,,에브리봇,2118,20170724,-
231,A104520,kospi,KOSEF 블루칩,125,-,-
232,A136660,,큐엠씨,400,20140701,-
233,A359210,kospi,KODEX 코스피TR,433,-,-
234,A152380,kospi,KODEX 국채선물10년,199,-,-
235,A251600,kospi,ARIRANG 고배당주채권혼합,120,-,-
236,A267440,kospi,KBSTAR 미국장기국채선물(H),55,-,-
237,A276000,kospi,TIGER 글로벌자원생산기업(합성 H),142,-,-
238,A296710,kospi,KODEX FnKorea50,66,-,-
239,A322150,kospi,KINDEX 스마트하이베타,109,-,-
240,A332940,kospi,HANARO MSCI Korea TR,2824,-,-
241,A361580,kospi,KBSTAR 200TR,1154,-,-
242,A500009,kospi,신한 다우존스지수 선물 ETN(H),400,-,-
243,A179530,,애드바이오텍,581,20191224,-
244,A223190,kospi,KODEX 200가치저변동,251,-,-
245,A229720,kospi,KODEX KTOP30,140,-,-
246,A277650,kospi,TIGER 코스피중형주,129,-,-
247,A278540,kospi,KODEX MSCI Korea TR,14826,-,-
248,A300950,kospi,KODEX 게임산업,112,-,-
249,A305050,kospi,KINDEX 코스피,80,-,-
250,A323350,,다원넥스뷰,168,20190521,-
251,A365780,kospi,KINDEX 국고채10년,99,-,-
252,A195970,kospi,ARIRANG 선진국MSCI(합성 H),61,-,-
253,A213610,kospi,KODEX 삼성그룹밸류,124,-,-
254,A227560,kospi,TIGER 200 생활소비재,43,-,-
255,A229500,,노브메타파마,2223,20151028,-
256,A245350,kospi,TIGER 유로스탁스배당30,152,-,-
257,A289670,kospi,ARIRANG 국채선물10년,63,-,-
258,A292730,kospi,FOCUS KRX300,220,-,-
259,A322970,,무진메디,344,20200624,-
260,A337140,kospi,KODEX 코스피대형주,532,-,-
261,A148020,kospi,KBSTAR 200,12537,-,-
262,A226490,kospi,KODEX 코스피,3726,-,-
263,A226980,kospi,KODEX 200 중소형,66,-,-
264,A294400,kospi,KOSEF 200TR,4903,-,-
265,A307010,kospi,KBSTAR KRX300레버리지,149,-,-
266,A150460,kospi,TIGER 중국소비테마,1677,-,-
267,A238670,kospi,ARIRANG 스마트베타Quality채권혼합,67,-,-
268,A289480,kospi,TIGER 200커버드콜ATM,67,-,-
269,A292050,kospi,KBSTAR KRX300,471,-,-
270,A069660,kospi,KOSEF 200,6137,-,-
271,A102110,kospi,TIGER 200,23979,-,-
272,A152100,kospi,ARIRANG 200,8235,-,-
273,A301440,kospi,ARIRANG 코스피중형주,60,-,-
274,A360200,kospi,KINDEX 미국S&P500,1563,-,-
275,A364960,kospi,TIGER KRX BBIG K-뉴딜,4512,-,-
276,A108590,kospi,TREX 200,153,-,-
277,A295000,kospi,KBSTAR 국채선물10년,30,-,-
278,A139260,kospi,TIGER 200 IT,8644,-,-
279,A237440,kospi,TIGER 경기방어채권혼합,110,-,-
280,A322120,kospi,KINDEX 스마트퀄리티,99,-,-
281,A332930,kospi,HANARO 200TR,1695,-,-
282,A364690,kospi,KODEX 혁신기술테마액티브,137,-,-
283,A375760,kospi,HANARO 탄소효율그린뉴딜,92,-,-
284,A376410,kospi,TIGER 탄소효율그린뉴딜,894,-,-
285,A069500,kospi,KODEX 200,49949,-,-
286,A228810,kospi,TIGER 미디어컨텐츠,431,-,-
287,A253250,kospi,KOSEF 200선물레버리지,276,-,-
288,A295040,kospi,SMART 200TR,4553,-,-
289,A311060,,엘에이티,94,20181228,-
290,A105190,kospi,KINDEX 200,7786,-,-
291,A148070,kospi,KOSEF 국고채10년,1730,-,-
292,A232830,,시큐센,376,20161129,-
293,A360750,kospi,TIGER 미국S&P500,2094,-,-
294,A364990,kospi,TIGER KRX게임K-뉴딜,366,-,-
295,A590012,kospi,미래에셋 글로벌 리츠 ETN(H),229,-,-
296,A140580,kospi,KBSTAR 우량업종,36,-,-
297,A530060,kospi,삼성 코스피 양매도 5% OTM ETN,4028,-,-
298,A580013,kospi,KB KRX ESG Eco ETN,125,-,-
299,A094800,kospi,맵스리얼티1,4122,20070409,-
300,A183700,kospi,KBSTAR 채권혼합,155,-,-
301,A287330,kospi,KBSTAR 200생활소비재,44,-,-
302,A291660,kospi,KODEX China H선물인버스(H),38,-,-
303,A192720,kospi,파워 고배당저변동성,71,-,-
304,A211900,kospi,KODEX 배당성장,260,-,-
305,A293180,kospi,HANARO 200,5787,-,-
306,A375770,kospi,KODEX 탄소효율그린뉴딜,496,-,-
307,A183710,kospi,KBSTAR 주식혼합,113,-,-
308,A251590,kospi,ARIRANG 고배당저변동50,180,-,-
309,A277540,kospi,KINDEX S&P아시아TOP50,319,-,-
310,A530066,kospi,삼성 코스피 풋매도 4% OTM ETN,214,-,-
311,A136340,kospi,KBSTAR 중기우량회사채,1210,-,-
312,A161510,kospi,ARIRANG 고배당주,1760,-,-
313,A227570,kospi,TIGER 우량가치,140,-,-
314,A241390,kospi,KBSTAR V&S셀렉트밸류채권혼합,100,-,-
315,A244620,kospi,KODEX 모멘텀Plus,122,-,-
316,A285000,kospi,KBSTAR 200IT,128,-,-
317,A302190,kospi,TIGER 중장기국채,844,-,-
318,A114460,kospi,KINDEX 국고채3년,385,-,-
319,A290080,kospi,KBSTAR 200고배당커버드콜ATM,52,-,-
320,A298340,kospi,ARIRANG 국채선물3년,73,-,-
321,A336160,kospi,KBSTAR 금융채액티브,640,-,-
322,A114100,kospi,KBSTAR 국고채3년,339,-,-
323,A211260,kospi,KINDEX 배당성장,77,-,-
324,A272910,kospi,KINDEX 중장기국공채액티브,159,-,-
325,A275980,kospi,TIGER 글로벌4차산업혁신기술(합성 H),2688,-,-
326,A342620,kospi,KBSTAR KRX국채선물3년10년플래트너2X,59,-,-
327,A500042,kospi,신한 코스피 콘도르 6/10% ETN,172,-,-
328,A570019,kospi,TRUE 코스피 양매도 5% OTM ETN,1258,-,-
329,A091230,kospi,TIGER 반도체,1329,-,-
330,A277630,kospi,TIGER 코스피,654,-,-
331,A309170,kospi,ARIRANG KRX300IT,28,-,-
332,A315930,kospi,KODEX Top5PlusTR,4234,-,-
333,A570036,kospi,TRUE 인버스 엔선물 ETN B,101,-,-
334,A114260,kospi,KODEX 국고채3년,904,-,-
335,A147970,kospi,TIGER 모멘텀,71,-,-
336,A272570,kospi,KBSTAR 중장기국공채액티브,431,-,-
337,A275290,kospi,KODEX MSCI밸류,173,-,-
338,A289040,kospi,KODEX MSCI KOREA ESG유니버설,361,-,-
339,A290130,kospi,KBSTAR ESG사회책임투자,3348,-,-
340,A292100,kospi,TIGER 대형성장,33,-,-
341,A342600,kospi,KBSTAR KRX국채선물3년10년스티프너2X,63,-,-
342,A365040,kospi,TIGER AI코리아그로스액티브,207,-,-
343,A580010,kospi,KB Wise 분할매매 ETN,709,-,-
344,A211560,kospi,TIGER 배당성장,108,-,-
345,A270800,kospi,KBSTAR KQ고배당,144,-,-
346,A114820,kospi,TIGER 국채3년,631,-,-
347,A239660,kospi,ARIRANG 우량회사채50 1년,152,-,-
348,A272560,kospi,KBSTAR 단기국공채액티브,1031,-,-
349,A272580,kospi,TIGER 단기채권액티브,2128,-,-
350,A342500,kospi,KBSTAR KRX국채선물3년10년스티프너,62,-,-
351,A058970,,엠로,1097,20160428,-
352,A076340,,관악산업,298,20150518,-
353,A084440,,유비온,150,20140121,-
354,A086460,,에스엔피제네틱스,115,20130701,-
355,A093510,,엔지브이아이,48,20190930,-
356,A096300,kospi,베트남개발1,314,20070613,-
357,A103660,,씨앗,352,20150622,-
358,A107640,,한중엔시에스,235,20131210,-
359,A112190,,KC산업,181,20160531,-
360,A114920,,대주이엔티,37,20130701,-
361,A120780,,전우정밀,155,20161223,-
362,A123310,kospi,TIGER 인버스,570,-,-
363,A130730,kospi,KOSEF 단기자금,500,-,-
364,A138920,kospi,KODEX 콩선물(H),94,-,-
365,A153130,kospi,KODEX 단기채권,19932,-,-
366,A157450,kospi,TIGER 단기통안채,12247,-,-
367,A159800,kospi,마이티 코스피100,92,-,-
368,A168490,kospi,한국패러랠,1556,20130419,-
369,A170350,kospi,TIGER 베타플러스,36,-,-
370,A176710,kospi,파워 중기국고채,60,-,-
371,A179720,,렌딩머신,38,20130701,-
372,A183410,,골프존데카,61,20131112,-
373,A185190,,수프로,78,20131029,-
374,A189350,,코셋,144,20131224,-
375,A190620,kospi,KINDEX 단기통안채,1582,-,-
376,A196230,kospi,KBSTAR 단기통안채,1779,-,-
377,A199290,,바이오프로테크,96,20161208,-
378,A203400,,에이비온,1297,20140721,-
379,A206950,,볼빅,161,20151230,-
380,A207490,,에이펙스인텍,344,20181128,-
381,A214980,kospi,KODEX 단기채권PLUS,11595,-,-
382,A215570,,크로넥스,118,20151228,-
383,A215620,kospi,흥국 S&P코리아로우볼,78,-,-
384,A223220,,아이피몬스터,149,20150709,-
385,A224760,,엔에스컴퍼니,187,20150731,-
386,A224880,,SGA클라우드서비스,160,20170523,-
387,A225850,,미애부,9,20151208,-
388,A225860,,엠앤씨생명과학,9,20170425,-
389,A232680,,라온테크,791,20151215,-
390,A233250,,메디안디노스틱,861,20170626,-
391,A233990,,질경이,142,20151229,-
392,A234070,,에이원알폼,629,20151221,-
393,A238500,,로보쓰리,273,20160420,-
394,A240340,,인터코스,33,20160421,-
395,A246250,,에스엘에스바이오,692,20160629,-
396,A251890,kospi,KINDEX 코스닥(합성),83,-,-
397,A252000,kospi,TIGER 200동일가중,68,-,-
398,A252670,kospi,KODEX 200선물인버스2X,21181,-,-
399,A253240,kospi,KOSEF 200선물인버스,41,-,-
400,A258050,,테크트랜스,110,20180713,-
401,A258250,,셀젠텍,671,20161213,-
402,A267060,,명진홀딩스,104,20170824,-
403,A269370,kospi,TIGER S&P글로벌인프라(합성),52,-,-
404,A270020,,이십일스토어,64,20170908,-
405,A273130,kospi,KODEX 종합채권(AA-이상)액티브,13217,-,-
406,A273140,kospi,KODEX 단기변동금리부채권액티브,1139,-,-
407,A278620,kospi,ARIRANG 단기채권액티브,234,-,-
408,A284420,,휴럼,597,20171212,-
409,A287300,kospi,KBSTAR 200건설,22,-,-
410,A288490,,나라소프트,49,20181123,-
411,A291680,kospi,KBSTAR 차이나H선물인버스(H),37,-,-
412,A292110,kospi,TIGER 대형가치,38,-,-
413,A292340,kospi,마이티 200커버드콜ATM레버리지,63,-,-
414,A292770,kospi,KODEX 국채선물3년인버스,51,-,-
415,A299080,kospi,KINDEX 국채선물3년인버스,50,-,-
416,A300290,kospi,KBSTAR 중소형모멘텀밸류,45,-,-
417,A302170,kospi,TIGER 국채선물3년인버스,70,-,-
418,A302920,,더콘텐츠온,355,20180813,-
419,A306540,kospi,HANARO 단기통안채,1844,-,-
420,A308700,,테크엔,58,20181221,-
421,A309900,,티티씨디펜스,195,20190627,-
422,A317860,,노드메이슨,451,20191206,-
423,A329660,kospi,KODEX TRF5050,117,-,-
424,A329670,kospi,KODEX TRF7030,123,-,-
425,A331660,,한국미라클피플사,202,20191028,-
426,A341310,,이앤에치,1019,20191227,-
427,A342610,kospi,KBSTAR KRX국채선물3년10년플래트너,59,-,-
428,A344860,,이노진,38,20200427,-
429,A357870,kospi,TIGER CD금리투자KIS(합성),3149,-,-
430,A363510,kospi,SMART KIS단기통안채,261,-,-
431,A369370,kosdaq,대신밸런스제9호스팩,89,20201223,-
432,A500012,kospi,신한 인버스 달러인덱스 선물 ETN(H),96,-,-
433,A500023,kospi,신한 콩 선물 ETN(H),224,-,-
434,A500024,kospi,신한 인버스 콩 선물 ETN(H),164,-,-
435,A500036,kospi,신한 인버스 2X 미국달러 선물 ETN,161,-,-
436,A500039,kospi,신한 코스피 콘도르 4/10% ETN,158,-,-
437,A500043,kospi,신한 코스피 콘도르 4/10% 콜 2204-01 ETN,82,-,-
438,A500044,kospi,신한 코스피 콘도르 6/10% 콜 2204-01 ETN,88,-,-
439,A500046,kospi,신한 코스피 월별 양매도 3% OTM ETN,166,-,-
440,A500047,kospi,신한 코스피 월별 양매도 5% OTM ETN,168,-,-
441,A500048,kospi,신한 코스피 월별 양매도 3% 콜 2206-1 ETN,82,-,-
442,A500049,kospi,신한 코스피 월별 양매도 5% 콜 2206-1 ETN,84,-,-
443,A500055,kospi,신한 인버스 Russell 2000 ETN,80,-,-
444,A520013,kospi,미래에셋 Q150 Core5 ETN,245,-,-
445,A520014,kospi,미래에셋 미디어엔터 Core5 ETN,343,-,-
446,A520026,kospi,미래에셋 코스피 양매도 5% OTM ETN,1208,-,-
447,A530013,kospi,삼성 KTOP30 ETN,1840,-,-
448,A530053,kospi,삼성 코스피 풋매도 ETN,549,-,-
449,A550006,kospi,QV 내수소비 TOP5 ETN,162,-,-
450,A550008,kospi,QV 소프트웨어 TOP5 ETN,498,-,-
451,A550010,kospi,QV 운송 TOP5 ETN,193,-,-
452,A550011,kospi,QV 자동차 TOP5 ETN,346,-,-
453,A550013,kospi,QV 화학 TOP5 ETN,386,-,-
454,A550057,kospi,QV 코스피 변동성 매칭형 양매도 ETN,5320,-,-
455,A550059,kospi,QV iSelect 글로벌 EMP ETN(H),206,-,-
456,A550060,kospi,QV S&P500 VIX S/T 선물 ETN C,328,-,-
457,A570020,kospi,TRUE 코스피 커버드콜 ETN B,117,-,-
458,A570021,kospi,TRUE 코스피 커버드풋 ETN B,70,-,-
459,A570028,kospi,TRUE 인버스 HSCEI ETN(H) B,88,-,-
460,A570029,kospi,TRUE 코스피 양매도 3% OTM ETN,388,-,-
461,A570030,kospi,TRUE 코스피 양매도 ATM ETN,392,-,-
462,A570032,kospi,TRUE 인버스 2X HSCEI ETN(H),56,-,-
463,A570038,kospi,TRUE 인버스 유로선물 ETN B,98,-,-
464,A570050,kospi,TRUE S&P500 선물 ETN,570,-,-
465,A580012,kospi,KB KRX300 ETN,130,-,-
466,A590013,kospi,미래에셋 미국 리츠 ETN(H),228,-,-
467,A700001,kospi,하나 코스피 변동성추세 추종 양매도 ETN,1864,-,-
468,A700002,kospi,하나 KRX300 ETN,112,-,-
469,A122260,kospi,KOSEF 통안채1년,456,-,-
470,A114470,kospi,KOSEF 국고채3년,337,-,-
471,A292190,kospi,KODEX KRX300,713,-,-
472,A174350,kospi,TIGER 로우볼,76,-,-
473,A182480,kospi,TIGER 미국MSCI리츠(합성 H),857,-,-
474,A228820,kospi,TIGER KTOP30,103,-,-
475,A278530,kospi,KODEX 200TR,14918,-,-
476,A289260,kospi,TIGER MSCI KOREA ESG리더스,585,-,-
477,A530067,kospi,삼성 KRX 금현물 ETN,223,-,-
478,A143460,kospi,KINDEX 밸류대형,175,-,-
479,A225050,kospi,TIGER 유로스탁스레버리지(합성 H),170,-,-
480,A282000,kospi,KBSTAR 국고채3년선물인버스,6521,-,-
481,A356540,kospi,KINDEX KIS종합채권(AA-이상)액티브,343,-,-
482,A373790,kospi,KOSEF 미국방어배당성장나스닥,65,-,-
483,A104530,kospi,KOSEF 고배당,77,-,-
484,A145850,kospi,TREX 펀더멘탈 200,106,-,-
485,A309230,kospi,KINDEX 미국WideMoat가치주,366,-,-
486,A237350,kospi,KODEX 코스피100,167,-,-
