,code,class,name,market_cap,reg_day,per
0,A003100,kosdaq,선광,2006,19991221,29.57
1,A005430,kospi,한국공항,1284,19761228,-
2,A088980,kospi,맥쿼리인프라,43919,20060315,-
3,A045340,kosdaq,토탈소프트,1754,20020719,78.85
4,A319400,kosdaq,현대무벡스,4272,20190508,57.53
