,code,class,name,market_cap,reg_day,per
0,A011760,kospi,현대상사,2599,19771201,5.27
1,A001250,kospi,GS글로벌,2014,19760626,-
2,A047050,kospi,포스코인터내셔널,24613,20010323,10.32
3,A011810,kospi,STX,1162,19900912,-
4,A001120,kospi,LG상사,11880,19760130,3.99
