,code,class,name,market_cap,reg_day,per
0,A024950,kosdaq,삼천리자전거,1805,19950104,13.72
1,A066910,kosdaq,손오공,1015,20050107,-
2,A050120,kosdaq,라이브플렉스,719,20020425,-
3,A123750,kosdaq,알톤스포츠,701,20100702,12.61
4,A088390,kosdaq,이녹스,1192,20061020,12.71
5,A121440,kosdaq,골프존뉴딘홀딩스,3059,20110520,10.85
6,A039830,kosdaq,오로라,1114,20010103,13.91
7,A002450,kospi,삼익악기,1458,19880930,14.50
8,A900270,kosdaq,헝셩그룹,455,20160818,2.39
