,code,class,name,market_cap,reg_day,per
0,A175330,kospi,JB금융지주,12666,20130718,3.49
1,A316140,kospi,우리금융지주,72949,20190213,5.58
2,A139130,kospi,DGB금융지주,13904,20110607,4.18
3,A038540,kosdaq,상상인,3596,20000818,5.80
4,A055550,kospi,신한지주,191917,20010910,5.51
5,A138930,kospi,BNK금융지주,21610,20110330,4.16
6,A024110,kospi,기업은행,66923,20031224,4.52
7,A086790,kospi,하나금융지주,123399,20051212,4.68
8,A006220,kospi,제주은행,2352,19721228,13.43
9,A105560,kospi,KB금융,220378,20081010,6.38
